STIDSTD,Gender,ESCS,MATH_avg_score,READ_avg_score,SCIE_avg_score,Total_Avg
2422,Male,-0.53,737.58374,646.59006,642.9877,675.7205
2423,Female,0.58,674.7235,629.01812,565.49794,623.0798533
2424,Female,0.73,633.1282,596.372,600.83924,610.1131467
2425,Female,-0.02,682.04548,632.35422,590.11564,634.8384467
2426,Male,-0.14,450.46734,447.94826,494.4424,464.286
2427,Female,-0.35,473.6018,493.82656,506.84448,491.42428
2428,Female,-1.49,447.5074,524.9635,521.20478,497.8918933
2429,Male,-0.31,521.74016,561.50368,582.93546,555.3931
2430,Male,-0.86,466.12402,451.87782,503.48752,473.8297867
2431,Female,-1.44,391.81338,424.88044,450.42896,422.37426
2432,Male,-1.95,598.3097,565.5936,593.19284,585.6987133
2433,Male,-0.77,480.61226,478.66278,480.17532,479.8167867
2434,Female,-1.68,566.76272,535.84556,593.37934,565.3292067
2435,Male,-1.25,649.56378,537.60574,594.77806,593.9825267
2436,Female,-1.83,477.57438,468.72636,490.61918,478.9733067
2437,Male,-1.64,384.33556,407.851,440.26482,410.8171267
2438,Male,-0.47,339.313,377.85828,402.12606,373.0991133
2439,Male,-0.41,390.1776,465.02968,460.77954,438.6622733
2440,Female,-0.97,350.29596,441.40208,393.08096,394.9263333
2441,Female,-0.54,360.96744,396.4441,419.47034,392.29396
2442,Female,-0.83,404.27638,420.11456,451.17494,425.1886267
2443,Male,-1.43,593.63608,587.96788,608.76538,596.78978
2444,Male,-1.26,396.48702,379.14138,402.59234,392.7402467
2445,Female,-0.71,434.03178,463.08674,473.92762,457.01538
2446,Female,-1.93,426.24242,475.16026,526.79968,476.0674533
2447,Female,-0.89,378.96092,430.59946,405.57626,405.0455467
2448,Female,-1.03,459.26936,492.63508,533.14062,495.01502
2449,Male,0.38,649.4859,575.61794,646.15814,623.7539933
2450,Female,-1.36,471.265,487.15434,485.11748,481.17894
2451,Male,-2.09,468.38292,453.48168,518.78032,480.2149733
2452,Female,-2.08,537.16312,534.81294,564.75194,545.576
2453,Female,-0.89,542.45988,529.49108,555.33382,542.42826
2454,Male,-1.19,478.74278,456.52908,450.98842,462.08676
2455,Female,-1.36,417.90776,417.81106,456.76988,430.8295667
2456,Male,0.3,293.74514,241.44738,394.19992,309.79748
2457,Male,-0.79,556.0913,479.3845,535.84484,523.7735467
2458,Male,0,586.62562,425.7344,551.0444,521.1348067
2459,Male,-2.75,386.12712,401.35524,434.11042,407.1975933
2460,Male,0,605.86542,558.93748,585.17346,583.3254533
2461,Female,0.82,622.45678,606.85688,584.1477,604.48712
2462,Female,-0.03,578.21314,562.77266,526.42672,555.8041733
2463,Male,-0.66,656.10686,612.74798,613.33458,627.3964733
2464,Female,-1.04,612.25268,578.18228,559.43678,583.29058
2465,Male,0.03,560.21964,536.80378,594.96456,563.9959933
2466,Male,0.48,682.43494,558.05532,631.98432,624.1581933
2467,Male,0.43,585.9246,513.30678,533.60686,544.2794133
2468,Female,0.17,758.77084,671.27542,668.16486,699.4037067
2469,Female,1.22,722.39446,648.24044,650.0746,673.5698333
2470,Female,0.02,608.74748,561.02518,551.79038,573.8543467
2471,Male,0.26,458.95778,475.13422,450.42896,461.5069867
2472,Female,-0.76,396.2533,370.70848,366.03878,377.6668533
2473,Male,-0.1,639.28184,553.16346,582.84222,591.7625067
2474,Female,-0.07,657.89842,605.18882,583.77472,615.6206533
2475,Female,-0.26,549.62612,476.98716,455.65088,494.0880533
2476,Male,-0.01,562.01122,513.94834,520.64528,532.2016133
2477,Female,-1.28,595.27186,547.44248,548.2469,563.6537467
2478,Male,-1.37,462.15142,407.9312,450.14918,440.0772667
2479,Male,-0.49,594.4929,520.92528,525.86722,547.0951333
2480,Female,-0.59,456.15362,474.84254,434.01714,455.0044333
2481,Male,1.52,686.32962,609.21942,636.08726,643.8787667
2482,Female,-0.01,680.7992,613.44964,615.10632,636.45172
2483,Male,0.97,544.7967,548.03102,538.17606,543.6679267
2484,Male,0.03,748.17728,649.71766,628.34762,675.4141867
2485,Male,-1.5,405.60054,380.58488,419.09738,401.7609333
2486,Female,0.31,675.73608,617.02402,610.63036,634.4634867
2487,Female,0.46,664.51938,644.58662,604.75566,637.9538867
2488,Male,-0.55,684.69388,613.30932,638.69826,645.5671533
2489,Male,0.61,677.21606,607.21454,592.07386,625.5014867
2490,Male,0.64,486.0648,486.12084,488.0082,486.73128
2491,Male,0.9,765.70338,650.59976,663.03618,693.1131067
2492,Male,-1.3,663.97414,593.02014,633.28982,630.0947
2493,Female,0.46,571.35846,548.5545,547.22118,555.71138
2494,Female,-0.66,632.1156,610.82842,557.66504,600.20302
2495,Female,0.89,504.6035,509.5539,481.38754,498.51498
2496,Female,-1.24,644.6565,621.86936,559.99626,608.8407067
2497,Female,-0.47,558.03864,513.84316,481.76054,517.88078
2498,Male,-0.16,709.7757,652.28388,621.07424,661.0446067
2499,Male,-0.34,584.83408,549.47452,490.43268,541.5804267
2500,Male,0.08,601.81492,473.9313,498.07908,524.6084333
2501,Male,0.09,643.0986,560.94234,553.1891,585.7433467
2502,Male,0.33,422.26982,410.49742,408.93324,413.90016
2503,Female,-0.49,623.78094,604.23566,593.65908,607.2252267
2504,Female,0.66,631.8819,540.29368,543.398,571.85786
2505,Female,0.05,658.05422,617.9772,587.9709,621.3341067
2506,Female,-0.32,763.75604,672.70522,645.22568,693.8956467
2507,Male,1.34,600.17914,504.56558,518.50054,541.0817533
2508,Male,0.46,649.71958,603.12464,603.26372,618.7026467
2509,Male,-0.63,578.83624,386.84006,511.22716,492.3011533
2510,Male,0.1,729.71646,657.6569,654.2708,680.5480533
2511,Male,-0.79,656.65214,620.36644,572.30512,616.4412333
2512,Male,-0.18,634.6861,608.41748,593.84558,612.3163867
2513,Male,0.53,633.98506,569.44296,571.37262,591.6002133
2514,Female,0.31,620.04206,575.24336,554.02834,583.1045867
2515,Male,0.64,608.59168,544.18168,529.69042,560.82126
2516,Male,0.41,487.31112,431.74898,428.70198,449.2540267
2517,Female,0.66,426.3203,442.5141,411.5442,426.7928667
2518,Female,-0.36,581.32888,553.08208,511.1339,548.5149533
2519,Male,-0.68,336.11932,337.11944,361.46962,344.9027933
2520,Female,-0.19,496.4247,534.33636,506.84444,512.5351667
2521,Male,-0.2,463.24194,467.9167,437.84036,456.333
2522,Female,-1.85,504.68142,488.34582,447.44498,480.1574067
2523,Female,-0.55,660.39102,598.7549,553.09584,604.0805867
2524,Male,0.69,392.5923,353.31874,315.0317,353.64758
2525,Female,0.67,716.24084,610.27244,578.27304,634.9287733
2526,Male,-1.17,577.58998,558.2157,509.64194,548.48254
2527,Male,-0.63,527.81584,469.0394,442.50282,479.78602
2528,Female,0.81,590.28666,580.40634,553.46884,574.7206133
2529,Male,0.74,719.4345,655.25106,674.6923,683.1259533
2530,Male,-1.12,764.76864,702.48562,722.52888,729.9277133
2531,Female,1.05,691.08116,650.2262,636.74002,659.3491267
2532,Female,-0.14,664.28574,595.8954,603.2637,621.14828
2533,Female,0.92,739.2195,656.02468,688.58636,694.61018
2534,Male,0.93,732.28696,633.43816,667.97836,677.90116
2535,Male,0.58,675.814,606.97398,643.82692,642.2049667
2536,Female,-0.04,670.20564,619.0098,619.02272,636.0793867
2537,Male,0.38,701.20736,635.28264,650.26108,662.25036
2538,Female,0.59,756.43402,710.99092,712.17828,726.5344067
2539,Female,0.09,732.75432,694.15154,700.05594,708.9872667
2540,Female,-0.89,820.46268,714.64476,728.59006,754.5658333
2541,Male,1.25,705.25782,669.84648,676.37076,683.82502
2542,Female,0.47,664.44152,627.35008,628.0679,639.9531667
2543,Male,0.87,736.57112,662.30818,689.33234,696.0705467
2544,Male,-0.06,725.35444,653.567,705.27788,694.7331067
2545,Female,0.27,716.16298,644.11004,650.91384,670.39562
2546,Male,-0.21,739.53106,663.67148,672.45432,691.88562
2547,Female,0.85,621.21046,614.87942,620.04848,618.7127867
2548,Female,-0.4,700.81788,650.78224,653.05856,668.21956
2549,Female,0.97,698.94844,644.98378,657.44124,667.1244867
2550,Female,0.72,712.65772,673.89664,678.329,688.2944533
2551,Male,-0.04,708.062,669.28512,673.38678,683.5779667
2552,Male,1.31,758.1477,651.72252,687.1876,699.0192733
2553,Female,1.13,729.63858,666.74784,700.5222,698.96954
2554,Female,0.18,714.5272,641.80652,643.82694,666.72022
2555,Female,0.24,746.07414,640.61506,673.29356,686.66092
2556,Male,0.92,683.2139,631.99466,654.55052,656.58636
2557,Male,0.51,662.10468,593.50132,595.8038,617.1366
2558,Female,-0.21,678.22868,659.59906,631.7046,656.51078
2559,Male,-0.8,735.24692,643.3021,638.605,672.3846733
2560,Male,0.31,746.7752,690.21586,728.59008,721.86038
2561,Female,0.91,754.33088,685.65244,701.73444,713.90592
2562,Female,-0.42,772.16854,701.14148,710.31334,727.8744533
2563,Female,-0.17,615.36842,575.56106,585.73294,592.2208067
2564,Male,0.46,667.55724,568.56078,584.42744,606.8484867
2565,Male,-0.11,533.89156,497.18768,482.0403,504.37318
2566,Female,0.31,418.5309,449.42462,390.37674,419.4440867
2567,Male,-0.98,743.65946,644.3446,661.82396,683.2760067
2568,Female,0.71,584.21092,560.54858,557.9448,567.5681
2569,Female,-0.16,510.36766,518.21186,504.79302,511.12418
2570,Male,-0.06,702.21998,631.43328,655.94928,663.2008467
2571,Female,-0.74,595.19396,569.68316,522.23052,562.3692133
2572,Male,1.03,541.83672,479.38452,513.1854,511.46888
2573,Female,-0.59,579.38154,547.8396,525.77398,550.9983733
2574,Male,0.27,616.84842,597.9922,595.43082,603.4238133
2575,Male,0.63,503.66878,477.13908,480.92128,487.2430467
2576,Male,-0.44,535.76102,442.17426,438.02684,471.9873733
2577,Male,-1.87,676.59294,559.33844,581.90976,605.9470467
2578,Male,-0.56,667.2457,577.6228,617.53078,620.79976
2579,Male,-0.3,520.88332,527.7418,534.63262,527.75258
2580,Female,0.5,562.40068,540.45254,524.28196,542.3783933
2581,Male,-1.06,728.08068,606.6532,657.1615,663.9651267
2582,Female,-1.09,650.73222,561.26346,600.09324,604.02964
2583,Female,-0.18,660.93626,623.21968,616.97128,633.7090733
2584,Female,-0.01,652.91324,625.04658,590.95488,622.9715667
2585,Male,0.33,748.0994,693.98504,699.2167,713.7670467
2586,Male,0.07,676.67084,606.81358,593.37934,625.6212533
2587,Female,-0.02,556.24708,577.38796,583.49498,572.3766733
2588,Female,0.4,606.87804,610.0341,634.87504,617.2623933
2589,Male,-1.17,532.0221,509.61782,530.90264,524.1808533
2590,Male,0.46,522.90856,488.2861,515.98284,509.0591667
2591,Male,0.15,708.99674,616.19636,647.46364,657.5522467
2592,Female,0.05,573.61738,539.26108,552.07012,554.98286
2593,Male,-2.05,662.33838,558.69688,594.87132,605.3021933
2594,Male,0.54,694.43056,610.42234,616.2253,640.3594
2595,Female,0.97,687.03068,646.33408,647.1839,660.1828867
2596,Male,0.85,606.56644,556.13068,587.9709,583.5560067
2597,Female,-0.45,617.78316,602.64702,601.21222,607.2141333
2598,Male,-1.46,475.54916,474.33224,505.72546,485.2022867
2599,Male,-0.42,576.81104,579.54744,571.93212,576.0968667
2600,Male,0.84,617.78316,551.80014,626.94888,598.84406
2601,Male,-0.04,598.38758,547.71024,576.59454,574.2307867
2602,Female,0.24,551.33974,528.69676,548.9929,543.0098
2603,Female,-0.67,611.0064,610.0341,635.7143,618.9182667
2604,Male,-0.4,714.83874,629.10768,691.47708,678.4745
2605,Male,-0.66,702.68732,605.12948,680.00748,662.6080933
2606,Female,-0.61,735.71428,658.6459,675.34502,689.9017333
2607,Female,-0.2,540.59042,520.35648,559.99626,540.3143867
2608,Male,-0.64,670.3614,579.14648,651.3801,633.6293267
2609,Male,-2.39,543.083,498.55102,559.53004,533.7213533
2610,Female,-1.78,671.76356,640.05908,681.59266,664.4717667
2611,Female,-3.21,531.32108,536.24272,533.14062,533.56814
2612,Male,-1.88,613.65478,579.62764,624.99068,606.0910333
2613,Male,-1.61,666.9341,580.02862,651.75308,632.9052667
2614,Male,-1.46,559.9081,491.97504,532.86088,528.2480067
2615,Female,-1.13,595.66132,556.49762,559.71652,570.6251533
2616,Male,1.74,630.47984,609.46,644.29318,628.0776733
2617,Male,-0.46,593.79186,544.90344,552.72288,563.80606
2618,Female,-0.06,577.97942,576.75254,497.79934,550.8437667
2619,Female,0.56,645.66908,605.42712,608.5789,619.8917
2620,Female,0.66,660.15734,597.08686,580.511,612.5850667
2621,Female,0.29,766.09286,702.80954,688.58632,719.1629067
2622,Male,-0.36,554.06608,499.9143,540.88026,531.6202133
2623,Male,-0.86,539.57782,521.08564,521.29802,527.3204933
2624,Male,-1.45,567.69746,542.97876,541.62624,550.7674867
2625,Male,0.73,757.9919,676.10164,689.7986,707.9640467
2626,Male,-0.54,689.44538,614.0311,632.73032,645.4022667
2627,Male,-0.91,467.5261,459.0151,436.34838,454.2965267
2628,Female,-0.34,589.04034,615.03826,583.49494,595.8578467
2629,Male,0.24,589.27404,539.77096,553.65536,560.90012
2630,Male,-0.49,734.23432,651.40174,655.76278,680.46628
2631,Male,1.91,717.40924,658.05788,659.86572,678.44428
2632,Male,-0.24,581.25094,549.31412,553.84186,561.4689733
2633,Male,-1,605.55382,564.31048,555.33384,575.0660467
2634,Female,-1.38,669.11514,640.9328,615.57258,641.8735067
2635,Male,-1.55,452.49258,521.8876,474.48712,482.9557667
2636,Male,0.44,602.28226,555.80986,571.46586,576.5193267
2637,Male,0.34,750.4362,675.54028,734.3715,720.1159933
2638,Female,-1.01,606.33276,607.6512,562.60724,592.1970667
2639,Female,-1.04,678.54026,653.95948,653.43156,661.9771
2640,Male,0.57,598.38758,532.87426,544.61022,558.62402
2641,Male,-0.32,806.75338,716.03854,726.72512,749.8390133
2642,Male,-0.11,574.86368,560.22056,568.38868,567.8243067
2643,Female,0.36,714.68296,705.2719,681.9657,700.6401867
2644,Male,0.9,749.89096,646.67028,672.73404,689.7650933
2645,Male,0.88,648.3954,557.49396,582.18948,596.02628
2646,Female,0.33,677.1382,648.08156,650.26108,658.4936133
2647,Female,-1.26,541.21358,538.94334,523.163,534.4399733
2648,Female,-0.85,682.04548,626.3969,646.34462,651.5956667
2649,Female,-0.8,491.12792,539.73768,540.60052,523.82204
2650,Male,-0.64,719.90186,638.8112,654.6438,671.1189533
2651,Male,-0.29,445.40428,400.55332,445.85974,430.60578
2652,Male,-0.78,614.5895,531.99212,565.2182,570.59994
2653,Female,-0.93,512.78238,523.37488,495.4681,510.5417867
2654,Male,-1.59,629.85668,522.44896,557.29206,569.8659
2655,Female,-1.05,438.08224,446.88282,469.91794,451.6276667
2656,Male,-0.85,566.84062,483.23384,539.38828,529.8209133
2657,Male,0.51,586.31406,468.39788,555.33382,536.68192
2658,Female,-1.62,576.18788,573.0987,612.58858,587.29172
2659,Male,-0.11,664.98676,567.83904,604.7557,612.5271667
2660,Male,0.59,621.28834,564.39068,616.13204,600.6036867
2661,Male,-0.27,603.2949,535.68106,598.508,579.16132
2662,Male,0.11,674.41192,568.32024,640.46998,627.7340467
2663,Female,-1.24,576.18788,488.66354,500.9698,521.9404067
2664,Male,-0.58,622.53468,550.67742,610.81686,594.67632
2665,Female,0.23,605.8654,529.01446,530.71616,555.1986733
2666,Male,-1.68,626.58514,515.63244,585.6397,575.9524267
2667,Female,-0.11,691.15906,577.14968,608.5789,625.6292133
2668,Female,-1.49,553.4429,525.59894,544.33046,541.1241
2669,Female,-0.16,646.52596,568.2534,587.97092,600.91676
2670,Male,-0.78,703.69996,582.83544,644.66616,643.7338533
2671,Female,-0.26,594.80446,546.56872,570.34688,570.5733533
2672,Male,0.92,639.98284,546.02616,620.7945,602.2678333
2673,Male,-1.31,649.71958,541.45508,625.36368,605.51278
2674,Male,-0.59,537.08522,492.93738,552.90936,527.6439867
2675,Male,-0.13,644.03336,566.71634,623.03244,611.2607133
2676,Male,0.01,594.33712,483.63482,538.64232,538.87142
2677,Male,-0.27,700.3505,592.21816,666.85938,653.14268
2678,Male,1.49,607.34536,481.30918,583.02874,557.22776
2679,Male,-1.2,549.85978,480.90818,535.56506,522.1110067
2680,Male,-0.74,490.1932,470.00176,511.5069,490.5672867
2681,Male,0.03,558.97338,482.7527,546.00896,529.2450133
2682,Male,-0.04,631.25874,516.19376,573.89034,573.7809467
2683,Female,-1.48,394.53966,411.61546,454.90486,420.3533267
2684,Male,-0.04,628.45458,543.78072,580.23126,584.15552
2685,Female,-1.96,485.98694,477.94034,470.10444,478.0105733
2686,Male,-0.72,601.19178,547.46964,558.59754,569.08632
2687,Male,-1.87,566.52906,543.13914,567.45616,559.0414533
2688,Male,-1.45,546.04298,519.80252,569.88064,545.2420467
2689,Male,-1.54,566.76272,530.94956,580.32452,559.3456
2690,Male,-1.22,460.82724,421.0029,443.99478,441.94164
2691,Female,-2.16,621.9115,585.48992,590.95486,599.4520933
2692,Female,-1.82,485.59742,522.73944,494.06938,500.80208
2693,Male,-2.53,354.65806,342.3321,385.43454,360.8082333
2694,Female,-2.69,537.31888,504.15258,487.54196,509.67114
2695,Male,-1.62,513.6392,480.02608,513.74488,502.4700533
2696,Male,-1.25,564.11434,530.06744,553.28236,549.1547133
2697,Female,-0.56,354.65804,357.84066,358.5789,357.0258667
2698,Male,-1.65,467.83768,473.8511,476.91158,472.8667867
2699,Male,0.17,567.1522,513.1464,560.18276,546.82712
2700,Male,-1.38,528.28322,491.0929,526.61322,515.32978
2701,Male,-1.58,629.07776,529.58626,576.59454,578.41952
2702,Female,-1.03,410.7415,434.65044,405.48304,416.9583267
2703,Female,0.41,433.7202,472.06246,436.53488,447.43918
2704,Female,-1.44,571.0469,529.57048,539.85454,546.8239733
2705,Male,-1.52,472.51128,429.50354,442.22306,448.0792933
2706,Female,-0.28,472.12186,507.72696,488.66094,489.5032533
2707,Female,-0.61,543.62826,514.39916,546.2887,534.77204
2708,Male,-1.46,664.75308,594.14284,622.56622,627.1540467
2709,Male,-1.32,601.9707,525.8973,574.3566,567.4082
2710,Male,-0.73,534.28104,508.17434,558.31778,533.5910533
2711,Male,-0.34,624.48204,558.77708,555.05408,579.4377333
2712,Female,-1.45,514.02866,498.98956,522.60348,511.8739
2713,Male,-1.35,576.18788,512.18406,559.43678,549.2695733
2714,Female,-0.12,612.87584,561.10464,595.6173,589.8659267
2715,Female,-0.78,507.09612,532.50942,525.77396,521.7931667
2716,Male,-1.27,444.70322,410.17666,431.68594,428.8552733
2717,Female,-1.3,598.62128,569.44488,579.57852,582.5482267
2718,Male,-0.46,412.76678,464.8693,435.6024,437.74616
2719,Male,-0.75,640.13864,608.0165,606.34092,618.1653533
2720,Male,-0.89,617.3158,567.1173,560.08952,581.50754
2721,Male,-0.66,557.88284,555.64948,538.82878,550.7870333
2722,Female,-0.74,504.60352,482.38848,464.04326,483.67842
2723,Male,0.5,584.67828,556.37124,536.03132,559.0269467
2724,Female,-1.8,567.0743,544.66238,519.06008,543.59892
2725,Female,-1.66,668.33618,633.3074,587.50466,629.71608
2726,Male,-0.5,653.5364,591.73702,601.58524,615.6195533
2727,Male,-0.63,574.7079,539.53038,534.44608,549.5614533
2728,Male,-0.55,621.21046,602.64346,607.73964,610.5311867
2729,Female,0.52,503.35722,491.84078,465.6285,486.9421667
2730,Male,0.55,623.78096,574.3348,574.5431,590.8862867
2731,Male,-0.62,619.96418,584.59972,565.68446,590.0827867
2732,Male,-0.96,563.02382,507.93376,537.98954,536.3157067
2733,Female,0.05,524.62222,533.85974,513.18536,523.8891067
2734,Male,-0.75,585.61302,564.79166,558.69078,569.6984867
2735,Female,-0.4,507.3298,492.7145,483.15926,494.4011867
2736,Female,-1.04,476.1723,507.96528,460.59306,481.57688
2737,Male,0.32,431.92864,455.32614,406.60202,431.2856
2738,Female,-0.21,609.37062,605.1094,529.31744,581.26582
2739,Male,-1.59,638.19128,582.67502,627.78816,616.2181533
2740,Female,0.31,580.47202,553.63812,546.75496,560.2883667
2741,Male,0.11,573.30582,561.58388,537.70978,557.53316
2742,Male,-0.26,607.65694,559.65922,541.906,569.74072
2743,Female,0.56,572.60478,570.71578,544.70346,562.6746733
2744,Male,-0.43,440.34118,377.45728,414.52814,410.7755333
2745,Male,-1.78,626.58512,596.30812,565.7777,596.2236467
2746,Female,0.55,503.51302,518.92674,486.32972,502.92316
2747,Male,-1.83,551.41766,566.23514,529.41066,549.0211533
2748,Male,-0.73,666.8562,592.77956,636.55352,632.0630933
2749,Male,-0.3,608.98114,542.73816,568.20216,573.3071533
2750,Male,-1.56,537.31888,471.04428,467.67998,492.01438
2751,Female,0.66,455.2968,499.54558,447.16522,467.3358667
2752,Male,-0.66,660.8584,596.3883,626.29616,627.84762
2753,Female,0.26,738.129,643.7923,680.56696,687.4960867
2754,Male,0.87,692.71694,583.95816,643.64042,640.1051733
2755,Female,-1.61,723.32918,613.68794,644.85268,660.6232667
2756,Female,-1.81,729.32698,674.61154,703.4129,702.4504733
2757,Male,0.67,708.29568,598.15258,658.65348,655.0339133
2758,Male,0.23,699.4937,639.45274,677.39648,672.1143067
2759,Male,0.89,760.71818,641.53784,699.21672,700.4909133
2760,Male,1.08,701.12944,575.21696,650.0746,642.1403333
2761,Male,0.99,720.8366,657.6569,684.94964,687.81438
2762,Female,0.65,801.06714,670.1634,697.72474,722.9850933
2763,Male,0.74,805.19552,649.23648,730.7348,728.3889333
2764,Male,0.81,748.33308,631.83428,689.6121,689.9264867
2765,Female,0.96,685.7844,615.8326,627.88138,643.1661267
2766,Female,0.74,726.7565,627.6678,694.46102,682.9617733
2767,Female,1.27,678.38448,604.0768,626.38944,636.2835733
2768,Female,-1.36,733.37746,616.38858,674.78554,674.8505267
2769,Male,0.64,748.87834,629.66904,650.4476,676.33166
2770,Female,-1.08,737.42794,641.88594,684.57664,687.9635067
2771,Female,-1.17,700.97366,618.13608,646.4379,655.1825467
2772,Male,0.56,762.35394,601.36038,678.42222,680.71218
2773,Female,0.99,740.6216,656.10408,694.461,697.0622267
2774,Male,0.86,763.44446,666.3179,709.19434,712.9855667
2775,Female,0.78,772.48012,659.51964,688.86608,706.95528
2776,Female,-0.86,654.15952,602.64702,645.78516,634.1972333
2777,Female,0.91,754.87614,624.01398,675.53154,684.80722
2778,Female,-0.79,727.06806,642.28312,664.9944,678.1151933
2779,Male,0.39,732.36486,615.635,691.01082,679.6702267
2780,Male,1.27,705.56942,567.1173,670.77582,647.8208467
2781,Male,0.38,768.0402,624.0554,730.64154,707.5790467
2782,Female,0.9,759.16028,648.08158,675.34502,694.1956267
2783,Male,1.25,843.12978,694.54636,761.13392,766.27002
2784,Female,0.54,747.47624,649.27304,683.64416,693.46448
2785,Male,-0.05,698.63686,592.93992,593.65908,628.4119533
2786,Male,0.59,768.50756,625.89988,704.06566,699.4910333
2787,Female,0.63,764.37918,666.82728,709.94034,713.7156
2788,Male,-2.1,637.25656,551.0784,604.28944,597.5414667
2789,Male,-0.67,518.78018,412.10132,445.95298,458.9448267
2790,Male,-1.68,601.58126,490.21078,537.24358,543.0118733
2791,Male,-2.05,495.64574,446.98592,486.42298,476.3515467
2792,Female,-1.28,557.02604,520.03878,533.88658,536.9838
2793,Female,-0.55,548.84718,491.36418,503.674,514.6284533
2794,Female,-0.63,543.08306,494.38256,535.93808,524.4679
2795,Female,-1.49,571.82584,546.40986,568.76166,562.3324533
2796,Female,-0.13,591.29928,506.61492,550.39164,549.43528
2797,Male,-0.67,614.90106,497.90946,537.61656,550.14236
2798,Male,-1.11,570.96898,485.63966,535.7516,530.7867467
2799,Male,0.56,591.84452,486.68222,530.06342,536.19672
2800,Female,-1.49,470.33026,448.948,495.28162,471.51996
2801,Female,0.05,530.23058,520.67424,522.88326,524.5960267
2802,Male,-0.66,613.65476,542.5778,571.27938,575.8373133
2803,Male,-0.66,534.04738,443.37716,487.72846,488.3843333
2804,Male,-0.37,500.78674,510.49998,498.5453,503.27734
2805,Female,-0.02,558.97338,536.63984,522.88326,539.4988267
2806,Male,-1,479.28804,434.71616,499.01156,471.0052533
2807,Female,-1.5,527.81586,475.3191,493.04366,498.7262067
2808,Female,-1.8,603.217,542.51776,555.33382,567.02286
2809,Male,-1.19,631.72612,592.37858,629.18688,617.76386
2810,Male,0.05,591.29926,521.16586,574.1701,562.21174
2811,Female,-1.83,526.80324,487.8692,513.09216,509.2548667
2812,Male,0.28,552.66398,516.03338,532.02164,533.573
2813,Female,-0.61,538.17572,494.62084,491.55166,508.1160733
2814,Male,-1.46,661.63732,559.81958,557.47856,592.9784867
2815,Female,-1.03,546.1988,486.83662,504.32674,512.4540533
2816,Male,-1.72,505.46036,397.98712,477.75082,460.3994333
2817,Female,-0.86,489.18056,486.12172,439.0526,471.4516267
2818,Male,0.04,550.24926,476.4975,508.70944,511.8187333
2819,Male,-2.05,537.1631,429.9045,500.31706,489.12822
2820,Female,-1.84,558.89548,523.4543,512.90562,531.7518
2821,Male,-1.09,571.59214,484.43676,537.15034,531.0597467
2822,Male,-1.65,500.94252,455.72714,502.7415,486.4703867
2823,Male,-0.83,713.74824,636.32516,696.13948,682.07096
2824,Female,0.16,780.97054,681.9986,669.65684,710.8753267
2825,Female,0.23,766.40442,678.66252,724.02088,723.0292733
2826,Female,0.88,653.3806,599.86696,616.6915,623.31302
2827,Female,-1.31,714.83874,620.91618,632.73032,656.1617467
2828,Female,0.25,793.35566,696.0579,742.9504,744.12132
2829,Female,0.11,727.92488,646.4135,664.15514,679.49784
2830,Female,-0.73,644.5007,596.53084,624.15144,621.72766
2831,Male,-0.55,676.9045,629.7492,645.97164,650.8751133
2832,Male,0.92,669.2709,588.52924,626.85566,628.2186
2833,Female,0.76,618.32842,622.90196,605.78142,615.6706
2834,Female,0.55,701.67472,579.92976,650.35436,643.98628
2835,Female,0.64,748.25518,679.45682,696.51248,708.0748267
2836,Male,-0.18,645.98068,572.41016,621.44722,613.2793533
2837,Female,0.59,786.26732,714.16818,714.13652,738.1906733
2838,Male,0.21,725.66598,648.9157,684.39014,686.32394
2839,Female,-0.33,688.3549,652.21196,656.41554,665.6608
2840,Female,1.05,728.93754,669.52796,677.11676,691.8607533
2841,Female,1.05,655.40586,631.16276,595.6173,627.3953067
2842,Male,-1.85,718.96712,635.52322,669.9366,674.80898
2843,Male,0.38,696.6895,616.75772,634.5953,649.3475067
2844,Male,0.8,719.20082,618.84276,664.6214,667.5549933
2845,Female,0.97,615.44634,594.54506,565.9642,591.9852
2846,Male,-0.97,802.8587,692.7019,699.4032,731.6546
2847,Male,-0.87,764.76864,648.7553,676.93024,696.81806
2848,Female,1.07,762.66552,654.99206,683.73744,700.4650067
2849,Male,0.7,754.72036,648.35434,685.50914,696.1946133
2850,Female,0.84,683.2139,621.7899,647.9299,650.9779
2851,Male,0.35,734.23432,651.80272,686.16186,690.7329667
2852,Female,0.77,593.63608,512.25454,569.13466,558.34176
2853,Female,-2.36,717.09768,668.17762,681.4062,688.8938333
2854,Male,1.08,649.17434,609.21942,632.26408,630.21928
2855,Female,1.05,648.1617,588.34946,591.70088,609.4040133
2856,Female,-0.24,706.19256,612.65536,627.78814,648.8786867
2857,Female,0.81,728.70384,664.12664,686.62812,693.1528667
2858,Female,-1.52,536.22838,512.25456,513.09212,520.52502
2859,Female,-0.4,516.67706,517.2587,514.21112,516.04896
2860,Female,-0.72,481.46908,466.0257,435.04286,460.84588
2861,Female,0.13,611.62952,576.83196,544.51696,577.65948
2862,Female,-1.75,481.2354,511.69852,473.92764,488.9538533
2863,Female,-0.34,563.64698,542.27946,523.06976,542.9987333
2864,Female,-2.35,546.82194,516.06724,506.7512,523.21346
2865,Female,-0.49,616.38106,584.1396,547.59418,582.7049467
2866,Female,-0.37,658.98896,600.02582,593.75232,617.5890333
2867,Female,0.44,532.5674,536.56044,502.55502,523.8942867
2868,Female,0.31,560.53124,514.87578,498.9183,524.7751067
