STIDSTD,Gender,ESCS,MATH_avg_score,READ_avg_score,SCIE_avg_score,Total_Avg
1245,Male,-1.31,408.63844,354.76222,374.99068,379.46378
1246,Male,-0.17,637.3345,524.6142,589.83588,583.9281933
1247,Male,0.86,531.71054,466.5534,484.27826,494.1807333
1248,Female,-0.82,501.56566,458.32088,483.43902,481.10852
1249,Female,0.57,702.53152,607.65116,636.74004,648.97424
1250,Male,-0.37,652.67954,609.70058,615.01304,625.79772
1251,Male,0.97,753.86354,664.23284,717.49348,711.8632867
1252,Male,-0.25,711.48934,634.80146,721.31668,689.2024933
1253,Male,-0.47,742.02368,638.731,685.04288,688.5991867
1254,Male,0.36,764.69076,668.56336,741.6449,724.96634
1255,Female,0.71,817.26904,694.94588,722.5289,744.9146067
1256,Male,-0.8,692.71694,594.8646,650.54086,646.0408
1257,Male,0.97,648.00592,592.69934,610.35062,617.0186267
1258,Male,1.44,705.7252,633.03718,677.11674,671.9597067
1259,Female,0.11,672.23086,662.7763,661.26444,665.4238667
1260,Female,0.6,727.9249,647.60498,673.9463,683.1587267
1261,Male,0.39,672.93192,604.64832,702.94664,660.1756267
1262,Male,-0.61,680.17604,604.64832,674.31928,653.04788
1263,Female,-0.04,708.45144,642.2037,660.70496,670.4533667
1264,Male,-0.6,641.38496,597.7516,633.4763,624.2042867
1265,Female,-0.23,719.90188,667.70106,706.95636,698.1864333
1266,Male,0.5,774.58324,670.889,746.30736,730.5932
1267,Female,0.22,750.82568,660.07568,666.95262,692.6179933
1268,Female,0.82,685.23912,679.45682,675.71802,680.1379867
1269,Female,0.18,681.8118,624.01396,648.11638,651.3140467
1270,Female,-1.19,704.4789,654.67436,677.86274,679.0053333
1271,Female,0.52,745.5289,690.33886,734.185,723.35092
1272,Male,-1.61,726.44494,641.45762,664.34164,677.4147333
1273,Male,-0.61,680.4876,589.65198,653.61806,641.2525467
1274,Female,0.74,571.43634,573.33698,565.31144,570.0282533
1275,Female,0.84,707.28306,618.2155,649.42186,658.3068067
1276,Female,0.05,667.47936,643.47456,642.80118,651.2517
1277,Male,-0.1,468.38294,446.42454,511.32042,475.3759667
1278,Female,-0.14,711.02196,653.8006,697.63148,687.48468
1279,Female,-0.4,697.31266,658.0899,657.06826,670.8236067
1280,Male,0.66,667.01198,582.27408,654.73704,634.6743667
1281,Female,0.1,568.78798,567.61796,596.64304,577.6829933
1282,Female,-0.28,675.42452,609.16036,613.14808,632.5776533
1283,Female,-0.07,540.20098,537.35474,553.28236,543.6126933
1284,Male,-1.26,673.39928,570.56568,582.37598,608.7803133
1285,Female,-1.31,622.76836,586.28424,593.19284,600.74848
1286,Female,-1.82,613.81058,556.4976,545.26296,571.8570467
1287,Male,-1.07,287.04628,289.40372,337.31816,304.5893867
1288,Female,-0.86,484.9743,495.97116,472.34238,484.42928
1289,Male,-1.68,504.68142,489.00786,480.64158,491.44362
1290,Female,-0.17,521.89594,525.75782,519.3398,522.3311867
1291,Female,-2.07,618.40628,565.87048,577.24732,587.1746933
1292,Female,-1.55,532.41162,504.4703,504.04698,513.6429667
1293,Male,-0.15,586.54774,567.35788,558.22456,570.71006
1294,Male,-0.62,477.1849,443.13658,483.15926,467.8269133
1295,Female,0,495.95732,503.51714,463.7635,487.7459867
1296,Male,-0.21,747.8657,654.04816,682.61844,694.8441
1297,Male,-1.64,706.65992,610.10154,584.42742,633.7296267
1298,Female,-1.37,676.12556,629.0181,610.25736,638.4670067
1299,Male,-0.37,625.6504,580.99094,584.89368,597.17834
1300,Male,-1.55,483.6501,437.0418,402.49908,441.06366
1301,Female,-0.93,592.54556,589.46148,558.8773,580.29478
1302,Female,-1.57,677.83924,625.20544,625.73666,642.9271133
1303,Male,-1.61,634.91978,591.65682,622.93918,616.50526
1304,Female,-1.44,554.92288,517.57644,527.3592,533.2861733
1305,Female,-1.51,581.71834,574.60788,552.4431,569.5897733
1306,Male,-2.03,395.55226,444.17912,439.89182,426.5410667
1307,Male,-2.06,570.50166,508.01394,529.59718,536.0375933
1308,Female,-0.54,625.8841,573.41642,575.84858,591.7163667
1309,Male,-0.38,630.7914,579.30688,578.73928,596.2791867
1310,Female,-1.12,681.11076,617.73894,627.22864,642.0261133
1311,Female,-0.96,662.88362,624.80826,620.23498,635.97562
1312,Male,-0.56,634.6861,546.02616,576.68782,585.8000267
1313,Female,-1.59,718.88922,648.79642,655.01678,674.23414
1314,Male,-0.22,701.28524,591.09548,623.21896,638.5332267
1315,Male,-1.4,456.85464,444.01874,466.74748,455.87362
1316,Female,-2.43,391.19022,397.159,385.99402,391.4477467
1317,Male,-1.74,625.33884,559.8998,581.44348,588.89404
1318,Female,-0.86,570.969,525.75782,511.78664,536.1711533
1319,Male,0.09,733.1438,653.4066,689.98508,692.1784933
1320,Male,-0.5,657.43108,536.5632,573.33086,589.10838
1321,Female,0.21,611.00638,582.78928,591.6076,595.13442
1322,Female,0.38,597.68656,560.628,595.33754,584.5507
1323,Female,-0.2,761.65292,621.07502,681.12644,687.95146
1324,Female,0.37,566.52906,516.38494,560.36924,547.76108
1325,Female,-0.3,616.06948,580.72408,618.18354,604.9923667
1326,Female,0.66,646.75964,580.08862,626.9489,617.9323867
1327,Female,0.33,653.77004,593.90962,648.7691,632.1495867
1328,Male,-0.61,663.27308,608.41748,648.9556,640.2153867
1329,Male,-0.86,478.35332,469.52056,490.80566,479.5598467
1330,Male,-0.88,725.74388,602.40286,680.38046,669.5090667
1331,Male,0.07,626.35148,523.89246,681.40618,610.55004
1332,Female,1.16,587.63828,575.48162,595.4308,586.1835667
1333,Female,-1.73,566.06168,509.3156,534.16638,536.5145533
1334,Male,-0.66,774.03802,642.17936,707.60912,707.9421667
1335,Male,1.57,535.05996,461.34072,542.27902,512.8932333
1336,Female,0.58,713.0472,605.4271,623.77846,647.4175867
1337,Male,-1.55,718.34398,607.37494,670.30958,665.3428333
1338,Female,-0.39,623.00202,610.74898,646.71762,626.8228733
1339,Male,-1.28,721.07026,587.16594,644.57292,650.9363733
1340,Male,0.19,619.41892,525.81714,557.5718,567.60262
1341,Female,1.13,598.38758,574.60788,610.63036,594.54194
1342,Female,-0.12,635.93238,530.44422,561.11524,575.8306133
1343,Male,-0.53,710.94406,580.58996,618.64976,636.7279267
1344,Male,-0.99,707.75042,576.0991,650.63408,644.8278667
1345,Male,-1.06,760.09504,648.51472,693.62176,700.74384
1346,Female,-0.09,695.599,576.9908,646.15814,639.5826467
1347,Male,0.97,741.63422,630.07,700.42894,690.7110533
1348,Female,-0.59,570.969,526.7904,567.26968,555.0096933
1349,Male,-1.68,671.60772,580.58998,616.13206,622.7765867
1350,Male,-1.06,565.9059,507.37238,577.15404,550.1441067
1351,Female,-0.14,637.49028,599.39036,612.96158,616.6140733
1352,Male,-0.88,611.00638,549.47452,570.25364,576.9115133
1353,Male,-0.89,545.34194,516.83534,554.02836,538.7352133
1354,Female,-0.07,618.56208,618.05662,630.86534,622.49468
1355,Female,-0.47,635.7766,648.47872,665.9269,650.06074
1356,Female,-1.29,671.06246,643.87172,631.70458,648.8795867
1357,Male,2.22,563.41332,500.87664,536.40432,533.56476
1358,Male,0.13,708.062,598.95452,654.83028,653.9489333
1359,Male,-0.57,668.64776,591.8172,626.01642,628.8271267
1360,Female,-0.25,651.51116,625.28486,613.89408,630.2300333
1361,Female,-0.48,724.03022,659.51962,678.79524,687.44836
1362,Female,0.81,673.63296,599.15206,614.82658,629.2038667
1363,Female,-0.12,755.6551,656.18354,666.48636,692.775
1364,Male,-0.43,639.7492,580.75038,611.93584,610.8118067
1365,Female,-0.85,641.15128,610.43128,629.37336,626.9853067
1366,Female,-0.09,572.83842,603.3619,613.6143,596.6048733
1367,Female,-0.8,600.41284,558.80112,554.6811,571.2983533
1368,Male,-0.6,703.23258,639.37254,657.72102,666.77538
1369,Male,1.24,645.66912,574.4952,624.43118,614.8651667
1370,Female,-1.03,579.8489,556.33874,573.98358,570.0570733
1371,Female,0.37,605.39804,625.6026,592.7266,607.90908
1372,Male,0.23,687.73174,595.42598,671.33532,651.49768
1373,Female,-0.49,676.43714,637.04066,634.96828,649.4820267
1374,Female,0.31,667.94672,636.32578,654.73702,653.0031733
1375,Male,0.36,671.21824,608.65806,635.06154,638.3126133
1376,Male,-0.63,675.7361,545.4648,641.96194,621.05428
1377,Female,-0.93,590.20876,621.07504,617.06452,609.44944
1378,Male,0.67,626.27354,581.31174,597.38902,601.6581
1379,Female,-0.27,659.61208,618.69208,634.31556,637.5399067
1380,Female,-1.11,650.34274,654.5949,623.59194,642.8431933
1381,Female,-1.27,595.11606,565.1556,561.58152,573.95106
1382,Male,0.22,641.15126,556.77224,599.34726,599.0902533
1383,Female,-0.43,596.67392,588.66716,596.9228,594.08796
1384,Female,0.18,656.18476,628.22384,615.10632,633.17164
1385,Female,-1.11,616.14738,578.42058,585.73294,593.4336333
1386,Female,-0.02,539.6557,526.63154,585.35994,550.54906
1387,Male,-0.99,698.2474,555.40894,618.37002,624.0087867
1388,Female,-0.06,686.64122,608.28664,657.44124,650.7897
1389,Male,1,585.7688,546.26672,611.37636,581.1372933
1390,Male,1.11,539.34412,446.82552,529.03768,505.0691067
1391,Female,-1.56,527.89376,546.40988,568.38866,547.5641
1392,Male,-0.2,704.16732,578.10394,667.51212,649.9277933
1393,Male,0.5,737.9732,640.89624,706.39688,695.0887733
1394,Female,1.14,480.45646,441.32262,479.3361,467.0383933
1395,Female,-0.87,627.51986,591.36786,636.4603,618.44934
1396,Male,-0.79,499.69624,431.1876,494.9086,475.2641467
1397,Female,0.77,514.88548,462.6896,490.71244,489.4291733
1398,Female,0.63,712.34616,614.48226,636.55352,654.4606467
1399,Male,0.95,683.75916,625.25832,658.74674,655.9214067
1400,Female,0.19,670.82878,594.94224,639.44424,635.0717533
1401,Female,0.84,607.34536,564.91734,591.42112,587.8946067
1402,Female,0.56,481.15752,495.65348,506.56474,494.45858
1403,Female,0.55,700.58422,622.74308,622.28646,648.53792
1404,Female,0.03,687.80964,605.1094,631.23834,641.3857933
1405,Female,1.23,655.87318,579.37374,619.67552,618.30748
1406,Female,0.65,613.88846,550.22256,563.16674,575.7592533
1407,Female,-0.75,638.03552,551.65234,589.83586,593.1745733
1408,Female,1.04,610.92848,607.4129,593.37934,603.9069067
1409,Male,0.61,438.8612,450.11352,511.6934,466.8893733
1410,Male,-0.76,659.53422,560.30076,608.29912,609.3780333
1411,Male,0.64,647.53856,535.03952,585.63968,589.40592
1412,Male,-0.42,597.2192,562.30562,593.65906,584.3946267
1413,Female,0.95,670.82878,576.59366,581.90974,609.7773933
1414,Female,-0.03,662.57204,605.98314,629.8396,632.79826
1415,Female,1.47,626.11776,554.1941,614.7333,598.3483867
1416,Male,-0.94,710.16512,610.34216,660.70498,660.4040867
1417,Female,0.64,598.1539,584.3779,599.90674,594.14618
1418,Female,0.05,602.98332,592.16214,604.0097,599.7183867
1419,Female,-0.88,542.61566,522.8983,510.57442,525.3627933
1420,Female,-2.25,628.68826,573.25756,555.52032,585.8220467
1421,Male,-0.08,614.51162,550.19626,575.84856,580.18548
1422,Female,-0.41,637.1787,606.53914,607.73966,617.1525
1423,Male,-1.28,437.38118,449.39176,484.558,457.1103133
1424,Female,-2.01,437.6928,458.8769,458.7281,451.7659333
1425,Female,-1.5,578.91416,558.32452,565.68446,567.6410467
1426,Female,-0.86,524.778,537.11644,486.04998,515.9814733
1427,Male,-2.21,489.64792,501.91918,526.24018,505.93576
1428,Female,-0.39,457.3999,480.72042,479.52254,472.54762
1429,Male,-0.32,499.46252,493.97994,530.52966,507.9907067
1430,Female,0.46,578.36892,589.7792,609.41814,592.5220867
1431,Female,-1.45,592.93504,588.66718,577.62028,586.4075
1432,Female,-1.67,549.39244,554.6707,544.88998,549.65104
1433,Female,-0.13,556.71444,534.65408,544.88996,545.4194933
1434,Male,1.21,527.42642,444.98106,510.7609,494.38946
1435,Female,-0.64,466.124,449.1863,456.95636,457.42222
1436,Female,-2.09,420.78984,455.46138,444.92724,440.39282
1437,Male,-0.25,296.00404,375.7732,341.51436,337.7638667
1438,Female,-1.04,560.53124,520.27708,524.00224,534.9368533
1439,Female,-0.81,600.49074,560.62804,540.69376,567.2708467
1440,Female,-0.83,654.47112,609.39866,576.78108,613.5502867
1441,Female,-1.59,453.27154,514.79634,495.0951,487.7209933
1442,Female,-0.66,575.56472,528.45848,529.97014,544.6644467
1443,Female,-0.59,520.02646,530.04712,511.78666,520.62008
1444,Female,-0.79,561.46596,546.64818,552.53636,553.5501667
1445,Female,-1.03,427.33292,457.52658,425.5315,436.797
1446,Female,0.08,521.3507,520.5948,521.671,521.2055
1447,Female,-0.86,450.93474,465.31082,469.6382,461.9612533
1448,Female,-0.19,434.73282,468.56748,438.77286,447.35772
1449,Female,0.13,482.3259,536.32212,527.5457,515.3979067
1450,Female,0.24,591.92242,627.98554,583.2152,601.0410533
1451,Female,-1.36,600.25704,575.48162,521.85754,565.8654
1452,Female,-1.4,585.30146,589.14378,582.74896,585.7314
1453,Male,-1.53,654.3153,531.75154,608.20588,598.0909067
1454,Male,-0.25,675.19084,605.69086,628.44088,636.44086
1455,Female,-0.27,583.04252,539.41994,574.54308,565.6685133
1456,Female,-1.06,426.3982,386.27694,477.4711,430.0487467
1457,Male,0.04,613.49898,465.83166,552.25662,543.86242
1458,Female,-0.92,690.92536,617.50066,701.92092,670.1156467
1459,Female,-0.82,581.87412,549.0311,554.68108,561.8621
1460,Female,0.36,669.27092,643.71286,640.74972,651.2445
1461,Male,-0.9,535.13786,513.3068,549.55242,532.6656933
1462,Female,-1.38,504.60352,480.40272,472.34242,485.7828867
1463,Male,-0.59,563.25752,499.43316,544.23722,535.6426333
1464,Male,-0.19,559.28492,538.32746,619.11598,572.2427867
1465,Male,-0.58,604.46332,504.96656,573.89034,561.10674
1466,Male,-0.52,701.12946,605.93146,686.90788,664.6562667
1467,Female,-1.59,418.06356,432.58524,433.08468,427.91116
1468,Female,-0.55,638.65866,615.99146,645.03914,633.2297533
1469,Female,-0.07,365.56316,421.22662,420.12308,402.3042867
1470,Female,-1.27,498.99516,528.37902,546.56842,524.6475333
1471,Male,-0.39,643.4102,557.97512,600.46626,600.6171933
1472,Male,0.94,714.60508,592.4588,669.47034,658.84474
1473,Female,0.49,560.45334,571.03348,584.98696,572.1579267
1474,Female,-0.73,649.2522,630.60676,653.99106,644.6166733
1475,Male,-0.46,716.39662,629.34826,705.74412,683.8296667
1476,Female,-1.33,595.97288,566.58536,612.0291,591.5291133
1477,Male,0.71,716.7861,624.296,694.18128,678.4211267
1478,Male,-1.47,562.79016,502.23994,567.45618,544.1620933
1479,Female,1.06,674.95716,636.96122,682.5252,664.8145267
1480,Female,0.07,544.32934,561.74006,570.62662,558.8986733
1481,Female,0.12,603.6065,583.82188,609.51138,598.97992
1482,Male,-0.06,671.45194,568.8014,632.07758,624.1103067
1483,Male,-1.57,648.55116,585.08088,641.21596,624.9493333
1484,Female,-0.92,536.15048,533.30378,535.09884,534.8510333
1485,Male,-2.56,585.37934,491.0127,552.53638,542.97614
1486,Female,-1.78,553.5987,586.76084,597.48226,579.2806
1487,Male,-0.17,516.75494,491.2533,548.06042,518.6895533
1488,Male,-1.24,567.61958,528.38336,586.85192,560.95162
1489,Male,-1.77,595.73922,492.13544,592.7266,560.20042
1490,Female,-1.56,573.07212,545.29782,580.138,566.1693133
1491,Female,0.08,618.63998,541.00858,583.9612,581.2032533
1492,Female,-2.15,396.01966,446.72396,467.21372,436.6524467
1493,Male,-0.92,715.07246,577.30202,665.08764,652.4873733
1494,Male,-0.67,468.77238,456.04792,497.51958,474.1132933
1495,Male,-1.98,729.17118,605.1295,651.65982,661.9868333
1496,Female,-0.36,468.9282,460.54496,504.42,477.9643867
1497,Male,-1.28,619.7305,543.8609,587.41142,583.6676067
1498,Male,-0.88,674.10036,620.20606,659.58598,651.2974667
1499,Female,-0.7,444.39166,457.76488,497.14658,466.4343733
1500,Male,-0.19,606.41066,549.31414,617.15776,590.9608533
1501,Male,-2.52,497.74886,484.27638,507.8702,496.6318133
1502,Male,-0.93,418.53092,402.3978,461.0593,427.32934
1503,Male,0.56,521.03908,477.13906,549.45916,515.8791
1504,Male,-0.72,601.34752,544.34206,586.10592,577.2651667
1505,Female,-1.2,602.04862,540.45256,556.17306,566.2247467
1506,Female,-3.21,363.22634,409.4708,393.64042,388.7791867
1507,Male,-1.3,406.84686,402.95914,406.88176,405.5625867
1508,Male,-1.58,424.60664,461.66152,465.06902,450.4457267
1509,Female,0.3,505.30456,442.9907,500.87654,483.0572667
1510,Female,-0.74,673.16562,656.73956,674.97202,668.2924
1511,Female,-0.61,537.63048,554.75014,557.9448,550.1084733
1512,Male,-2.17,453.50522,431.66878,464.13652,449.7701733
1513,Male,-0.4,637.0229,548.67258,590.95486,592.21678
1514,Female,-0.41,625.49462,615.03828,632.73032,624.4210733
1515,Male,-1.67,609.29272,516.83534,574.44982,566.8592933
1516,Female,-2.53,436.13492,457.60602,465.81498,453.1853067
1517,Female,-2.34,464.9556,447.83602,451.73442,454.8420133
1518,Female,-1.96,554.84498,526.711,563.53974,548.36524
1519,Female,-2.75,429.35816,415.82528,453.5994,432.9276133
1520,Female,-1.25,599.94548,547.91908,573.9836,573.9493867
1521,Male,-2.2,480.84594,475.93614,530.71614,495.83274
1522,Male,-2.83,516.59916,477.45984,559.4368,517.8319333
1523,Male,0.6,705.10204,609.46,667.4189,660.6603133
1524,Female,-1.47,619.88626,584.21902,596.82956,600.3116133
1525,Male,0.05,735.16906,639.21216,666.39312,680.2581133
1526,Male,-0.61,683.68126,562.38582,613.7076,619.9248933
1527,Female,-0.14,694.89794,666.19186,674.31928,678.4696933
1528,Female,-1.02,650.26484,575.00504,615.94554,613.7384733
1529,Male,1.32,575.48684,518.27884,561.02204,551.5959067
1530,Male,-0.99,726.7565,665.91694,703.22642,698.6332867
1531,Male,0.37,711.02194,617.23888,634.0358,654.0988733
1532,Female,0.16,677.44976,636.96122,662.38344,658.9314733
1533,Female,-0.41,602.51598,574.05188,584.05446,586.8741067
1534,Female,0.11,610.69484,599.39036,594.12534,601.4035133
1535,Male,0.3,704.08944,625.57908,638.69826,656.12226
1536,Female,-0.61,689.60118,625.28486,658.37374,657.75326
1537,Male,0.31,728.93754,647.87318,684.8564,687.2223733
1538,Female,0.25,692.24958,646.41352,647.37036,662.0111533
1539,Female,0.93,687.18648,614.48226,653.99104,651.8865933
1540,Female,-0.43,593.16874,569.92146,592.63334,585.24118
1541,Female,-2.25,666.8562,589.46146,640.19022,632.1692933
1542,Female,0.13,650.34274,581.28008,596.45654,609.3597867
1543,Male,-0.27,725.74388,642.98132,693.4353,687.3868333
1544,Female,0.31,702.06418,649.90848,643.26742,665.0800267
1545,Female,0.46,711.02198,657.6133,688.77284,685.8027067
1546,Male,-0.62,659.4563,582.27408,648.9556,630.22866
1547,Female,-0.54,621.2884,621.15446,611.37634,617.9397333
1548,Male,-0.15,669.11512,610.58272,643.64044,641.11276
1549,Female,0.04,715.15032,625.68204,641.12272,660.6516933
1550,Female,0.93,674.4119,597.00742,612.58856,628.0026267
1551,Male,0.69,749.50148,669.44552,689.61208,702.8530267
1552,Male,0.22,669.5825,599.99704,640.19024,636.5899267
1553,Male,0.74,688.35488,599.3555,610.25738,632.65592
1554,Female,-0.05,684.61596,614.24394,633.1033,643.9877333
1555,Male,0.93,669.5825,559.49884,597.20254,608.7612933
1556,Male,0.86,667.012,561.74426,637.76576,622.1740067
1557,Male,0.9,766.94966,676.34222,730.82802,724.7066333
1558,Female,-0.24,455.91992,500.10162,469.4517,475.1577467
1559,Female,-1.07,603.84018,542.20004,567.26968,571.1033
1560,Male,-0.95,547.3672,497.58864,538.73556,527.8971333
1561,Male,-0.61,580.00468,512.66522,562.3275,551.6658
1562,Male,-1.16,678.15078,582.59484,614.45356,625.0663933
1563,Female,0.52,602.98336,576.5142,592.9131,590.8035533
1564,Male,-0.64,631.95982,539.45018,603.0772,591.4957333
1565,Female,-0.97,735.24692,675.96184,662.8497,691.35282
1566,Female,0.35,556.48076,566.18822,577.52704,566.7320067
1567,Female,-0.76,573.61738,553.55868,574.54306,567.2397067
1568,Female,0.67,699.49368,629.89188,657.5345,662.3066867
1569,Male,-1.13,662.33838,565.11244,625.2704,617.57374
1570,Male,0.2,602.2044,533.99698,628.4409,588.2140933
1571,Female,-0.53,603.84016,564.12302,582.376,583.4463933
1572,Male,0.39,541.44726,498.55102,530.15666,523.38498
1573,Male,-0.42,643.87758,538.16706,576.6878,586.2441467
1574,Male,-1.12,684.84968,579.62764,673.75978,646.0790333
1575,Female,0.32,511.30238,524.56634,532.11488,522.6612
1576,Male,-0.96,584.75616,542.17682,603.07722,576.6700667
1577,Male,-2.09,638.42498,525.09538,584.80042,582.7735933
1578,Female,1.09,532.02212,526.39326,500.22378,519.5463867
1579,Female,0.95,503.90248,522.58056,497.89258,508.1252067
1580,Female,0,469.55136,517.41754,443.43526,476.8013867
1581,Female,-0.15,378.80508,397.79444,359.79114,378.7968867
1582,Female,0.65,426.47608,479.29068,403.24506,436.3372733
1583,Female,0.79,552.89764,592.55928,551.8836,565.7801733
1584,Female,1.63,500.63094,532.58888,505.3525,512.85744
1585,Female,-0.21,504.7593,536.3221,504.23352,515.1049733
1586,Female,-0.36,471.0313,438.70142,477.56434,462.4323533
1587,Female,0.73,595.27186,588.34946,569.13464,584.2519867
1588,Male,0.2,401.62798,376.01376,372.65948,383.43374
1589,Female,0.26,431.85076,441.16378,431.31296,434.7758333
1590,Male,-2.06,540.66834,493.81954,495.18836,509.89208
1591,Male,-0.35,562.55646,476.8183,494.34912,511.2412933
1592,Female,0.07,455.76414,462.68958,469.54494,462.66622
1593,Female,-0.37,628.61038,624.41112,601.119,618.0468333
1594,Male,-0.01,452.2589,440.24962,409.67922,434.06258
1595,Male,-1.83,571.0469,518.76002,537.80306,542.53666
1596,Female,0.26,514.26236,504.31146,491.6449,503.40624
1597,Female,-0.53,487.1553,553.32038,518.68706,519.7209133
1598,Female,0.27,600.10126,564.04356,558.78404,574.30962
1599,Female,1.91,607.89064,522.42174,532.11488,554.14242
1600,Female,-0.85,570.969,607.33348,582.93548,587.07932
1601,Female,-0.37,464.33246,488.3458,459.5673,470.74852
1602,Female,0.39,573.92896,520.27706,524.93472,539.71358
1603,Female,-0.36,498.44994,536.24272,502.928,512.54022
1604,Female,-0.06,462.85248,485.16854,457.7956,468.60554
1605,Female,-0.35,513.71708,492.07906,478.31032,494.7021533
1606,Male,1.33,340.014,402.55818,378.6274,373.7331933
1607,Female,0.63,466.59138,561.50176,504.97948,511.0242067
1608,Male,-0.91,526.33588,438.7259,468.61244,477.8914067
1609,Male,0.95,486.92164,441.93366,409.4927,446.116
1610,Female,1.51,477.57438,575.79936,482.97276,512.1155
1611,Male,1.07,671.29614,602.48308,627.41514,633.7314533
1612,Female,-0.22,545.26406,500.41932,550.11188,531.9317533
1613,Female,0.55,620.89888,578.18228,586.66542,595.24886
1614,Male,0.7,640.45022,558.29592,600.83924,599.8617933
1615,Female,-1.46,418.06356,434.09442,449.58972,433.9159
1616,Male,0.37,685.70648,632.47584,692.03654,670.0729533
1617,Male,-1.91,614.7453,559.579,617.25102,597.1917733
1618,Female,0.28,651.27744,600.82012,616.59828,622.8986133
1619,Male,-0.08,573.3837,535.44048,541.16002,549.9947333
1620,Female,0.56,652.2901,607.81004,610.53712,623.5457533
1621,Male,-0.59,671.99718,614.51226,639.07124,641.8602267
1622,Female,0.34,763.9118,647.60498,675.99778,695.8381867
1623,Male,-0.14,676.35926,609.29962,607.8329,631.1639267
1624,Female,-0.09,730.65122,641.72708,640.28346,670.8872533
1625,Male,0.62,658.2879,587.8075,636.74002,627.6118067
1626,Male,-1.5,439.56226,409.3747,446.23274,431.7232333
1627,Male,-0.59,577.66786,517.95804,535.28534,543.63708
1628,Male,-0.49,781.36004,614.19146,670.21634,688.58928
1629,Male,-0.42,532.56738,543.6203,559.06378,545.08382
1630,Male,0.03,643.72178,616.11616,639.25774,633.0318933
1631,Male,-0.45,493.38682,481.46956,512.06642,495.6409333
1632,Female,-0.6,691.938,655.78638,642.33498,663.35312
1633,Male,0.03,664.28574,601.52076,606.34092,624.04914
1634,Male,0.51,702.92102,593.74188,633.84932,643.5040733
1635,Female,0.91,525.63482,485.48628,526.51998,512.5470267
1636,Female,-0.81,739.45316,666.589,689.51884,698.5203333
1637,Male,0.86,667.08988,592.0578,608.7654,622.6376933
1638,Female,0.51,378.41566,386.83296,393.54718,386.2652667
1639,Male,-0.43,742.17948,631.83428,655.66952,676.5610933
1640,Female,0.2,674.72346,630.76562,627.13538,644.2081533
1641,Female,-1.02,612.48636,612.09932,589.18316,604.5896133
1642,Male,-0.96,547.91244,488.60688,514.58412,517.03448
1643,Male,-0.98,551.57346,536.08204,552.72286,546.7927867
1644,Female,-0.81,671.29616,623.53738,604.56918,633.13424
1645,Female,-0.22,537.47466,531.71514,540.9735,536.7211
1646,Male,-1.53,608.358,521.08564,520.4588,549.96748
1647,Male,-2.6,508.80978,460.3784,463.29726,477.4951467
1648,Male,-1.5,524.62222,463.42578,504.2335,497.4271667
1649,Male,-2.1,427.80026,365.90928,388.88474,394.1980933
1650,Female,-2.68,415.88254,451.48982,404.92352,424.0986267
1651,Male,-1.83,700.27262,618.2814,600.65276,639.7355933
1652,Male,-2.16,458.02306,506.16948,481.76056,481.9843667
1653,Female,-1.87,635.7766,614.40282,606.06118,618.7468667
1654,Male,-2.45,479.05438,432.23016,445.67324,452.31926
1655,Female,-1.31,427.87818,441.32266,420.02982,429.7435533
1656,Male,-0.86,536.61784,504.16462,521.39128,520.72458
1657,Female,-2.97,353.33384,378.01616,298.06042,343.1368067
1658,Female,-2.38,628.61036,597.32514,577.90004,601.2785133
1659,Male,-0.48,386.51662,380.1037,386.36702,384.3291133
1660,Male,-2.73,472.97866,456.1281,483.90526,471.0040067
1661,Male,-1.65,512.0813,519.16098,526.61322,519.2851667
1662,Male,-1.75,595.6613,546.02614,545.26296,562.3168
1663,Female,-2.36,543.39462,546.01272,505.63222,531.6798533
1664,Male,0.04,708.68516,646.42968,630.9586,662.02448
1665,Male,-2.46,470.56396,446.26416,458.16858,458.3322333
1666,Male,-2.73,442.21062,464.06734,472.5289,459.6022867
1667,Female,-2.32,308.70074,343.54306,280.99588,311.0798933
1668,Male,-1.49,510.91292,439.52782,484.83774,478.42616
1669,Female,-0.59,532.72316,550.46084,567.54942,550.2444733
1670,Female,-1.65,575.09738,540.05538,526.9862,547.3796533
1671,Male,-1.59,321.55318,365.90928,361.93586,349.79944
1672,Female,-2.72,549.704,508.83902,475.79262,511.4452133
1673,Female,-2.06,418.21932,415.66644,412.29018,415.39198
1674,Female,-3.04,515.74234,499.86328,489.6867,501.7641067
1675,Female,0.03,662.80574,620.0424,638.41852,640.42222
1676,Female,-0.71,493.38682,474.60422,451.2682,473.0864133
1677,Female,-2.29,467.13664,462.92788,474.67364,468.2460533
1678,Female,-2.95,507.25192,508.52128,522.32376,512.6989867
1679,Male,-2.18,486.84376,467.7563,475.79262,476.79756
1680,Female,-0.81,663.97414,578.18228,574.82282,605.6597467
1681,Female,-1.27,546.19878,507.09152,504.41998,519.23676
1682,Female,-1.77,500.47514,522.97772,487.54196,503.66494
1683,Male,-1.36,536.69574,508.09416,570.06712,538.2856733
1684,Male,-1.63,620.7431,550.43686,556.54606,575.9086733
1685,Female,-1.7,525.47902,515.98778,513.1854,518.2174
1686,Female,-1.56,583.12042,541.00856,539.57478,554.56792
1687,Male,0.48,401.93954,355.96516,370.70122,376.2019733
1688,Female,-1.2,404.0427,418.60536,402.68556,408.44454
1689,Female,-0.11,577.90152,565.47334,582.00298,575.1259467
1690,Male,-0.81,565.9838,461.34074,527.45244,518.2589933
